Filename, RCornea, LCornea, RUpEyelid, LUpEyelid, RLowEyelid, LLowEyelid
insightEBR_frame_1039,1514,0,11685,0,3456,0
insightEBR_frame_1040,1471,0,11683,0,4167,0
insightEBR_frame_1041,3357,1444,11761,12659,7404,0
insightEBR_frame_1042,1202,0,8999,0,3482,0
insightEBR_frame_1043,2393,1598,13110,12633,3289,2932
insightEBR_frame_1044,1904,1975,13494,13759,2851,3454
insightEBR_frame_1045,1790,1865,11580,12450,3295,2968
insightEBR_frame_1046,2814,1717,11644,12433,3680,3430
insightEBR_frame_1047,3084,1875,12255,12193,3784,3766
insightEBR_frame_1048,2075,2104,12367,12670,3933,3821
insightEBR_frame_1049,2078,0,13371,0,4104,0
insightEBR_frame_1050,2029,0,12690,0,3949,0
insightEBR_frame_1051,2084,0,12545,0,6429,0
insightEBR_frame_1052,1889,0,13157,0,6469,0
insightEBR_frame_1053,1623,1636,11741,0,2904,0
insightEBR_frame_1054,1883,1874,13158,13971,2676,0
insightEBR_frame_1055,1719,1730,12474,0,3883,0
insightEBR_frame_1056,3098,1181,12565,13628,4842,0
insightEBR_frame_1057,1376,0,14160,0,3624,0
insightEBR_frame_1058,1526,0,15500,0,2851,0
insightEBR_frame_1059,1420,0,16306,0,3125,0
insightEBR_frame_1060,2091,1484,13190,0,2538,0
insightEBR_frame_1061,1381,1184,10242,11895,3778,0
insightEBR_frame_1062,1120,1111,11083,0,3878,0
insightEBR_frame_1063,2017,1224,11476,12156,2407,0
insightEBR_frame_1064,2116,1403,13548,10855,2185,0
insightEBR_frame_1065,1840,1930,12340,12793,4130,0
insightEBR_frame_1066,1845,0,14393,15370,3200,0
insightEBR_frame_1067,1665,1697,12212,12453,3413,2003
insightEBR_frame_1068,1402,1393,10606,11462,3259,3493
insightEBR_frame_1069,1551,0,11547,0,2721,0
insightEBR_frame_1070,1369,0,9768,0,3584,0
insightEBR_frame_1071,2691,0,15309,0,5936,0
insightEBR_frame_1072,1005,1654,12820,11109,8557,0
insightEBR_frame_1073,3488,1335,14855,13179,3700,2543
insightEBR_frame_1074,3264,1969,14404,12017,3606,2887
insightEBR_frame_1075,2481,1654,14898,12006,4144,3882
insightEBR_frame_1076,3649,1672,14872,11849,4813,1652
insightEBR_frame_1077,3680,1704,15412,10741,4753,0
insightEBR_frame_1078,3870,1428,15756,10662,4766,2369
insightEBR_frame_1079,3868,1543,14966,11122,4762,1736
insightEBR_frame_1080,3736,1704,14783,11658,4126,3330
insightEBR_frame_1081,4122,1650,15054,14092,4114,2201
insightEBR_frame_1082,3546,1824,13821,14354,4385,3491
insightEBR_frame_1083,3881,1745,14603,12219,5789,3432
insightEBR_frame_1084,3597,1758,14470,12487,5008,3227
insightEBR_frame_1085,3787,1664,14549,11777,4116,1640
insightEBR_frame_1086,3568,1789,11417,12557,4098,0
insightEBR_frame_1087,3263,1989,14473,12986,4092,0
insightEBR_frame_1088,2613,1812,13967,11820,4008,0
insightEBR_frame_1089,4040,1891,13986,13163,5200,2213
insightEBR_frame_1090,2215,2011,13667,13555,4702,2580
insightEBR_frame_1091,1150,1842,13690,14224,4357,1777
insightEBR_frame_1092,2224,1857,14424,12986,3933,0
insightEBR_frame_1093,2009,1713,14371,11989,3978,0
insightEBR_frame_1094,2503,1762,15224,11181,5327,0
insightEBR_frame_1095,1546,1901,14898,11522,5408,2591
insightEBR_frame_1096,2912,1997,12709,13442,2799,0
insightEBR_frame_1097,1349,2112,12521,11897,5493,0
insightEBR_frame_1098,2840,1978,13259,11873,4583,0
insightEBR_frame_1099,3186,1719,12523,10435,5050,3467
insightEBR_frame_1100,3964,1926,13324,13109,3300,1938
insightEBR_frame_1101,2081,1294,12436,11122,4802,3386
insightEBR_frame_1102,2332,1761,13851,10914,6427,0
insightEBR_frame_1103,3303,1921,15916,11055,7019,2939
insightEBR_frame_1104,2135,0,16553,13513,2866,0
insightEBR_frame_1105,2393,2036,16865,12542,6839,0
insightEBR_frame_1106,1796,1874,16811,13420,2251,0
insightEBR_frame_1107,1906,0,12228,0,1978,0
insightEBR_frame_1108,1813,0,10987,11743,3835,0
insightEBR_frame_1109,1459,0,9683,0,2593,0
insightEBR_frame_1110,3624,1553,14263,12115,3259,2615
insightEBR_frame_1111,1367,0,13559,0,3139,0
insightEBR_frame_1112,1443,0,14030,14546,2261,0
insightEBR_frame_1113,1429,1538,13811,0,2325,0
insightEBR_frame_1114,3813,1640,13827,14420,4430,0
insightEBR_frame_1115,3568,1564,15778,12389,5555,2258
insightEBR_frame_1116,3722,1740,13676,14240,2340,0
insightEBR_frame_1117,4017,2011,14244,13540,5868,0
insightEBR_frame_1118,3936,1913,15309,15281,5598,0
insightEBR_frame_1119,2019,0,13799,14298,5606,0
insightEBR_frame_1120,2061,0,13612,0,2536,0
insightEBR_frame_1121,2036,0,13944,14338,2665,0
insightEBR_frame_1122,2031,0,14405,14708,2308,0
insightEBR_frame_1123,1907,0,14155,14514,1820,0
insightEBR_frame_1124,1843,0,12342,13136,2062,0
insightEBR_frame_1125,3711,2004,17372,13526,4934,1979
insightEBR_frame_1126,3775,1749,19602,13036,4437,0
insightEBR_frame_1127,3695,1808,15798,14305,5246,0
insightEBR_frame_1128,3682,1788,16924,12998,6849,0
insightEBR_frame_1129,0,1963,17092,13139,5503,0
insightEBR_frame_1130,3275,1999,14725,15019,4269,3347
insightEBR_frame_1131,1953,0,14032,15000,4550,3832
insightEBR_frame_1132,1970,0,14420,15433,4020,0
insightEBR_frame_1133,2243,1863,13741,13573,2452,0
insightEBR_frame_1134,2223,1644,12059,12595,2777,0
insightEBR_frame_1135,2120,1726,14969,12503,3053,0
insightEBR_frame_1136,2179,1818,15232,12354,4534,2372
insightEBR_frame_1137,2018,1975,13898,13664,5628,1438
insightEBR_frame_1138,1775,2024,16075,13757,4290,0
insightEBR_frame_1139,0,2038,16805,12865,4917,1711
insightEBR_frame_1140,2186,1981,17424,12873,4486,1521
insightEBR_frame_1141,0,1837,18097,11788,5213,1773
insightEBR_frame_1142,0,1786,17679,11250,5760,1915
insightEBR_frame_1143,2599,1804,16822,11622,4273,1769
insightEBR_frame_1144,0,1857,15449,12371,5162,2108
insightEBR_frame_1145,2454,1701,16217,12694,3429,1871
insightEBR_frame_1146,2381,1709,15858,13020,3887,2404
insightEBR_frame_1147,2472,1732,14963,12477,4442,2105
insightEBR_frame_1148,2201,1880,16099,12894,3960,2271
insightEBR_frame_1149,2255,1874,16196,12339,3929,2547
insightEBR_frame_1150,2047,1793,16537,12244,3415,1703
insightEBR_frame_1151,1825,1889,17267,13004,4005,2829
insightEBR_frame_1152,2003,1833,17287,14779,3580,1805
insightEBR_frame_1153,2210,1882,16924,14097,3798,1740
insightEBR_frame_1154,2148,1928,19142,14455,3972,2294
insightEBR_frame_1155,2060,2021,16799,14271,3636,2287
insightEBR_frame_1156,2014,0,14333,14411,3884,2760
insightEBR_frame_1157,2044,0,14009,14158,2538,0
insightEBR_frame_1158,2037,0,13453,14114,2670,0
insightEBR_frame_1159,1993,2070,18797,14451,2170,0
insightEBR_frame_1160,2192,2019,18019,14826,3511,2733
insightEBR_frame_1161,2094,2002,18441,14406,3613,2941
insightEBR_frame_1162,1943,1624,18913,11703,4164,1440
insightEBR_frame_1163,0,561,16469,11008,4535,3714
insightEBR_frame_1164,0,0,12301,11722,0,4532
insightEBR_frame_1165,0,0,14885,11720,3160,2968
insightEBR_frame_1166,0,458,0,11234,0,2122
insightEBR_frame_1167,1280,1295,10107,11646,0,2610
insightEBR_frame_1168,1584,0,10896,11865,5205,2536
insightEBR_frame_1169,1826,0,12711,13909,0,2603
insightEBR_frame_1170,2105,1873,13277,14373,0,3134
insightEBR_frame_1171,0,1629,0,14208,0,1762
insightEBR_frame_1172,0,1798,23760,14296,5680,1747
insightEBR_frame_1173,0,1579,21782,14216,5767,1715
insightEBR_frame_1174,0,1262,0,14485,5415,1295
insightEBR_frame_1175,1784,0,12385,14513,1571,2785
insightEBR_frame_1176,0,1649,21690,23916,4868,1691
insightEBR_frame_1177,0,2072,0,14887,4654,1684
insightEBR_frame_1178,0,2063,21461,22848,4752,1838
insightEBR_frame_1179,0,2083,21626,23057,4649,3094
insightEBR_frame_1180,0,1966,0,24268,4507,1723
insightEBR_frame_1181,0,1837,0,12183,0,1408
insightEBR_frame_1182,0,1961,0,11039,0,1545
insightEBR_frame_1183,0,1938,0,26011,5206,1541
insightEBR_frame_1184,0,2003,0,24236,3616,1544
insightEBR_frame_1185,2090,2069,12404,13683,0,2520
insightEBR_frame_1186,2138,0,13065,13790,4951,0
insightEBR_frame_1187,2009,0,13246,14552,1592,0
insightEBR_frame_1188,1991,0,12520,0,1732,0
insightEBR_frame_1189,1829,0,12365,13448,1712,0
insightEBR_frame_1190,0,1402,0,25508,5318,1490
insightEBR_frame_1191,1874,0,10920,12260,4251,0
insightEBR_frame_1192,1936,0,11877,12697,4124,0
insightEBR_frame_1193,0,1782,11223,12190,3992,1699
insightEBR_frame_1194,0,1837,10776,11280,4357,1676
insightEBR_frame_1195,1973,1956,11146,12436,4101,1775
insightEBR_frame_1196,0,2085,11385,12676,0,2541
insightEBR_frame_1197,2232,0,13406,13431,0,2581
insightEBR_frame_1198,2265,2139,13554,14819,0,2865
insightEBR_frame_1199,2244,0,13911,14785,0,2037
insightEBR_frame_1200,2354,0,12990,14146,0,1669
insightEBR_frame_1201,0,1881,0,13289,0,1404
insightEBR_frame_1202,0,1858,0,13398,0,1429
insightEBR_frame_1203,2008,1876,12374,13846,0,1394
insightEBR_frame_1204,1958,1983,12375,14292,0,1368
insightEBR_frame_1205,0,1674,0,13749,0,0
insightEBR_frame_1206,0,1582,13413,14271,0,0
insightEBR_frame_1207,1778,0,13051,13705,0,0
insightEBR_frame_1208,0,1953,12694,13962,0,1477
insightEBR_frame_1209,0,2037,0,14211,0,1587
insightEBR_frame_1210,0,2115,0,13711,4864,1709
insightEBR_frame_1211,0,2080,0,13078,0,1650
insightEBR_frame_1212,0,1877,0,13966,0,1634
insightEBR_frame_1213,0,1799,12655,14066,0,1480
insightEBR_frame_1214,0,1718,0,14708,0,1510
insightEBR_frame_1215,1067,0,19730,22723,4405,1532
insightEBR_frame_1216,0,647,0,13523,0,2282
insightEBR_frame_1217,0,963,16378,11956,4702,1239
insightEBR_frame_1218,0,1378,0,13784,0,1209
insightEBR_frame_1219,0,1535,0,13201,0,1428
insightEBR_frame_1220,0,1613,0,23365,3919,1390
insightEBR_frame_1221,0,1798,20118,13136,3737,1419
insightEBR_frame_1222,0,1760,20442,22888,4227,2614
insightEBR_frame_1223,0,1674,0,14451,0,2115
insightEBR_frame_1224,0,1248,0,13636,0,2307
insightEBR_frame_1225,0,1719,0,13713,0,1956
insightEBR_frame_1226,0,1898,0,14043,0,0
insightEBR_frame_1227,0,0,12974,13611,1718,0
insightEBR_frame_1228,0,1450,0,13064,0,2068
insightEBR_frame_1229,0,1489,0,26311,0,3366
insightEBR_frame_1230,0,1721,0,14436,4056,2448
insightEBR_frame_1231,0,1553,0,25699,0,0
insightEBR_frame_1232,0,1623,20942,23980,4196,1541
insightEBR_frame_1233,0,1545,22067,26181,4910,1800
insightEBR_frame_1234,0,1274,19253,23789,0,2388
insightEBR_frame_1235,0,865,9039,14230,4597,1797
insightEBR_frame_1236,594,0,12018,14749,5274,0
insightEBR_frame_1237,826,1021,17945,14089,5835,0
insightEBR_frame_1238,1562,769,15934,13958,4947,2178
insightEBR_frame_1239,1157,1492,17497,12587,4344,2662
insightEBR_frame_1240,1532,1362,15036,12724,2932,1699
insightEBR_frame_1241,2540,1497,14503,12531,3482,3436
insightEBR_frame_1242,2912,1287,13311,13301,3153,2463
insightEBR_frame_1243,2999,1385,12820,12802,3507,1512
insightEBR_frame_1244,2977,1559,13105,13046,5175,2056
insightEBR_frame_1245,3045,1754,13923,13759,4620,1355
insightEBR_frame_1246,3431,1531,14102,13265,5024,2770
insightEBR_frame_1247,3364,1885,13946,11564,5095,2716
insightEBR_frame_1248,3369,1632,14536,10582,5039,3914
insightEBR_frame_1249,3632,2017,14356,11408,4384,3731
insightEBR_frame_1250,3341,1796,12648,12087,4672,4059
insightEBR_frame_1251,3497,1629,14241,13062,4111,3766
insightEBR_frame_1252,3372,1665,14220,12821,4792,4419
insightEBR_frame_1253,3387,1349,13526,11053,5006,2082
insightEBR_frame_1254,3037,1276,14572,11207,4983,4241
insightEBR_frame_1255,2618,1975,10265,10167,4356,3293
insightEBR_frame_1256,767,1323,11614,11820,2393,2411
insightEBR_frame_1257,1204,0,10521,11083,4894,1391
insightEBR_frame_1258,1788,1704,11055,10582,4654,1290
insightEBR_frame_1259,1379,795,12119,12842,4614,1254
insightEBR_frame_1260,1706,1927,12662,16167,0,4968
insightEBR_frame_1261,2117,2152,0,14099,4544,4710
insightEBR_frame_1262,2599,849,0,13704,4164,4409
insightEBR_frame_1263,2617,1028,11304,14077,4334,3306
insightEBR_frame_1264,2852,1527,14352,16347,4893,4964
insightEBR_frame_1265,2996,1116,15019,13654,4626,4556
insightEBR_frame_1266,3288,1268,15008,12314,3871,3974
insightEBR_frame_1267,3297,2371,14428,13253,4303,3190
insightEBR_frame_1268,3159,2896,14170,15369,4876,3145
insightEBR_frame_1269,3231,1765,15237,11792,4651,3135
insightEBR_frame_1270,3309,2631,14277,5531,4103,2723
insightEBR_frame_1271,3438,2312,14627,5632,3915,4018
insightEBR_frame_1272,3398,2255,14972,15756,4239,3621
insightEBR_frame_1273,3497,2315,15901,6636,5116,3332
insightEBR_frame_1274,4062,2529,0,14110,5021,2109
insightEBR_frame_1275,0,2910,0,15998,0,2185
insightEBR_frame_1276,3732,2342,15812,14084,3526,2944
insightEBR_frame_1277,3899,2441,15442,17007,4060,4460
insightEBR_frame_1278,4155,1460,16590,13843,3855,3283
insightEBR_frame_1279,3885,2083,17565,16322,4322,2593
insightEBR_frame_1280,3780,1254,15266,15569,4287,2753
insightEBR_frame_1281,3721,2750,15614,17256,4022,4149
insightEBR_frame_1282,4064,2868,15693,16494,3798,3794
insightEBR_frame_1283,3946,3216,15617,14680,4399,2461
insightEBR_frame_1284,4020,2874,15232,14804,4215,2700
insightEBR_frame_1285,3879,2824,15813,15133,4106,3735
insightEBR_frame_1286,3763,2814,14424,16846,4199,3369
insightEBR_frame_1287,3623,3064,15167,17016,4017,3401
insightEBR_frame_1288,3649,2819,14988,16648,4448,3241
insightEBR_frame_1289,3671,2696,14923,16387,3989,3288
insightEBR_frame_1290,3263,2707,12883,16318,3688,3282
insightEBR_frame_1291,3431,2793,14725,15039,4856,3710
insightEBR_frame_1292,3290,2283,14322,14660,4595,3640
insightEBR_frame_1293,2938,2121,14018,14973,4832,4281
insightEBR_frame_1294,2178,1097,14979,14028,4710,3088
insightEBR_frame_1295,2111,1289,13330,13678,3911,2390
insightEBR_frame_1296,1961,1995,11513,13372,4215,2979
insightEBR_frame_1297,1546,1447,8530,14815,3685,1662
insightEBR_frame_1298,1360,1048,8922,13501,3210,2626
insightEBR_frame_1299,2139,781,9350,12448,3899,4163
insightEBR_frame_1300,1888,1096,8214,9347,0,1725
insightEBR_frame_1301,2972,1373,11145,13800,0,1737
insightEBR_frame_1302,3271,3244,0,6814,4517,1929
insightEBR_frame_1303,3364,2134,0,15044,5083,3509
insightEBR_frame_1304,3082,1809,15067,14958,5136,4872
insightEBR_frame_1305,2828,1969,14175,13559,6374,4794
insightEBR_frame_1306,1238,841,10509,11560,4357,2736
insightEBR_frame_1307,607,793,12430,13629,6615,2029
insightEBR_frame_1308,1137,0,12416,12768,5600,0
insightEBR_frame_1309,311,0,15435,0,2704,0
insightEBR_frame_1310,1215,0,17466,0,1885,0
insightEBR_frame_1311,0,0,15307,0,2396,0
insightEBR_frame_1312,0,0,12877,0,1948,0
insightEBR_frame_1313,1593,0,15032,14721,1502,0
insightEBR_frame_1314,0,2382,15027,15842,1834,0
insightEBR_frame_1315,2549,2612,13162,14558,1704,0
insightEBR_frame_1316,2607,2375,14446,13969,1758,0
insightEBR_frame_1317,3080,2357,13945,13144,2307,0
insightEBR_frame_1318,1803,0,12851,13243,2040,0
insightEBR_frame_1319,2609,1672,13645,13647,2137,0
insightEBR_frame_1320,2641,2183,12135,12430,2392,0
insightEBR_frame_1321,2335,2299,13872,11654,1181,0
insightEBR_frame_1322,2324,2357,14718,12778,1984,0
insightEBR_frame_1323,2740,2733,15196,12243,2433,0
insightEBR_frame_1324,0,3069,14530,15636,2610,5322
insightEBR_frame_1325,2465,2513,0,12367,792,4230
insightEBR_frame_1326,0,2404,0,14834,635,4028
insightEBR_frame_1327,2437,2452,0,11515,1712,0
insightEBR_frame_1328,2317,4191,15294,14988,1143,0
insightEBR_frame_1329,1449,2460,0,13680,1219,4729
insightEBR_frame_1330,1641,1519,13086,13838,1064,4904
insightEBR_frame_1331,1983,1488,0,13962,1552,4028
insightEBR_frame_1332,1956,1418,0,14668,0,3795
insightEBR_frame_1333,2200,2278,14417,14723,0,2728
insightEBR_frame_1334,2744,2906,13876,15013,1268,4723
insightEBR_frame_1335,0,2253,0,15636,1497,5624
insightEBR_frame_1336,0,3287,0,14078,1108,4658
insightEBR_frame_1337,3597,3679,0,14135,4601,0
insightEBR_frame_1338,3986,2353,14812,21153,4036,5549
insightEBR_frame_1339,4110,2444,16149,16595,1498,4406
insightEBR_frame_1340,2519,2508,15804,15105,1761,7853
insightEBR_frame_1341,2437,2555,14634,14573,1969,5250
insightEBR_frame_1342,2407,4052,13569,15956,1529,5080
insightEBR_frame_1343,0,2430,0,17313,1843,4058
insightEBR_frame_1344,0,3994,0,13573,1470,4373
insightEBR_frame_1345,4036,4163,0,16132,5285,0
insightEBR_frame_1346,4042,4234,14666,15199,2076,0
insightEBR_frame_1347,3896,0,13864,15967,4770,0
insightEBR_frame_1348,3512,3690,12732,13921,4673,0
insightEBR_frame_1349,3657,0,13556,0,3770,0
insightEBR_frame_1350,2708,0,15425,0,5293,0
insightEBR_frame_1351,3228,2463,15780,14835,5514,2588
insightEBR_frame_1352,3645,2502,16776,16131,4165,3904
insightEBR_frame_1353,3362,2399,15280,15389,4817,0
insightEBR_frame_1354,2337,1609,15563,15224,5250,0
insightEBR_frame_1355,1638,2024,12710,20177,5217,2684
insightEBR_frame_1356,2565,1941,13680,18298,5801,0
insightEBR_frame_1357,2068,1835,13677,15028,1757,0
insightEBR_frame_1358,2785,2542,14837,15646,1573,0
insightEBR_frame_1359,3424,2678,12793,16563,5727,0
insightEBR_frame_1360,2489,0,15914,16916,1697,0
insightEBR_frame_1361,3270,2216,16129,15238,1284,0
insightEBR_frame_1362,3526,2485,15931,14597,5494,0
insightEBR_frame_1363,3604,2547,17003,14467,5595,0
insightEBR_frame_1364,3375,2562,15698,14709,6386,0
insightEBR_frame_1365,2860,2486,14061,15653,7227,0
insightEBR_frame_1366,3014,2669,16608,14644,7655,0
insightEBR_frame_1367,0,1666,0,12915,7372,2195
insightEBR_frame_1368,0,511,12701,13581,7874,1796
insightEBR_frame_1369,637,354,13016,12765,4277,1436
insightEBR_frame_1370,1561,0,12123,14413,1695,0
insightEBR_frame_1371,1959,1189,10159,12674,1299,0
insightEBR_frame_1372,1842,1379,12200,13232,4985,0
insightEBR_frame_1373,0,1720,8268,9056,4689,0
insightEBR_frame_1374,1254,1710,12641,13155,4914,2076
insightEBR_frame_1375,1665,1680,11175,13012,5321,2463
insightEBR_frame_1376,864,0,9802,14543,6314,2713
insightEBR_frame_1377,0,550,0,13399,4558,2693
insightEBR_frame_1378,0,738,0,15302,4186,1640
insightEBR_frame_1379,2522,1182,11902,12999,1859,835
insightEBR_frame_1380,3033,0,0,13665,2501,1244
insightEBR_frame_1381,2457,2329,13295,13642,6274,0
insightEBR_frame_1382,2014,2582,15374,13758,2167,0
insightEBR_frame_1383,1495,0,12641,0,2083,0
insightEBR_frame_1384,1278,0,12539,0,2360,0
insightEBR_frame_1385,1499,0,15915,13709,2278,0
insightEBR_frame_1386,2350,0,14113,14076,6737,2772
insightEBR_frame_1387,1032,1344,17566,13006,6275,1955
insightEBR_frame_1388,992,0,15360,14881,5551,2863
insightEBR_frame_1389,0,0,15307,0,1431,1923
insightEBR_frame_1390,0,0,12638,0,1344,0
insightEBR_frame_1391,2559,1385,13716,13570,7715,1929
insightEBR_frame_1392,1323,0,14523,15509,1706,1870
insightEBR_frame_1393,2951,801,8525,12455,4242,4092
insightEBR_frame_1394,0,1324,15030,13619,6803,2130
insightEBR_frame_1395,0,926,0,15927,0,3319
insightEBR_frame_1396,0,1286,14415,14694,4795,2026
insightEBR_frame_1397,1449,1436,11103,11452,7772,2108
insightEBR_frame_1398,1674,1414,10165,10465,7773,2101
insightEBR_frame_1399,1627,0,11673,0,5612,2367
insightEBR_frame_1400,2691,2687,12532,16907,5402,2522
insightEBR_frame_1401,1843,2880,15223,13670,6232,1944
insightEBR_frame_1402,1899,2380,14414,14366,5460,1765
insightEBR_frame_1403,1419,1838,12214,15956,5101,3248
insightEBR_frame_1404,1335,0,13097,15386,2736,4052
insightEBR_frame_1405,1710,0,12052,16204,4413,3970
insightEBR_frame_1406,0,2504,0,15866,4785,1949
insightEBR_frame_1407,2199,0,15499,14861,4032,1918
insightEBR_frame_1408,1552,0,13802,14059,1864,2144
insightEBR_frame_1409,1550,0,13957,0,3111,0
insightEBR_frame_1410,1759,0,15423,0,3209,0
insightEBR_frame_1411,2182,0,13817,0,1524,1655
insightEBR_frame_1412,3123,0,12845,0,3721,1320
insightEBR_frame_1413,2815,0,12660,0,5210,1231
insightEBR_frame_1414,2456,0,14022,14105,6829,1554
insightEBR_frame_1415,2856,3006,11999,15540,4865,0
insightEBR_frame_1416,3424,0,12970,17658,1208,1223
insightEBR_frame_1417,2918,0,12030,0,4606,0
insightEBR_frame_1418,2679,3028,11992,11791,4672,1400
insightEBR_frame_1419,2424,3024,15403,14475,5246,1498
insightEBR_frame_1420,2348,0,14582,15852,1424,0
insightEBR_frame_1421,2525,0,14938,16330,1700,0
insightEBR_frame_1422,2885,2404,14955,16993,3695,2182
insightEBR_frame_1423,2535,0,16382,17389,1892,0
insightEBR_frame_1424,2125,0,15656,18354,2824,0
insightEBR_frame_1425,2759,1886,16317,16206,5670,3582
insightEBR_frame_1426,2523,1344,15486,12221,4049,1437
insightEBR_frame_1427,1877,611,16363,16239,4195,6703
insightEBR_frame_1428,0,1539,0,14098,4110,6724
insightEBR_frame_1429,0,1425,13571,13645,0,2152
insightEBR_frame_1430,0,615,0,16717,0,3012
insightEBR_frame_1431,0,1299,0,10246,4345,2979
insightEBR_frame_1432,0,1563,0,16134,3646,2196
insightEBR_frame_1433,0,1579,17023,17481,4147,4179
insightEBR_frame_1434,1605,2893,15457,14358,3425,1971
insightEBR_frame_1435,0,1722,16448,17352,0,2496
insightEBR_frame_1436,1897,0,16174,18101,2228,3181
insightEBR_frame_1437,2951,2304,13901,14436,3531,1711
insightEBR_frame_1438,1370,1196,16034,12461,3623,3313
insightEBR_frame_1439,1916,825,14822,12261,3617,2131
insightEBR_frame_1440,2150,1489,17387,12688,3560,0
insightEBR_frame_1441,2381,3142,15526,12105,2848,0
insightEBR_frame_1442,1987,2707,15875,13825,2796,0
insightEBR_frame_1443,2133,1463,15284,12329,3408,0
insightEBR_frame_1444,2360,0,12345,14742,4588,0
insightEBR_frame_1445,2822,0,13182,13477,4263,0
insightEBR_frame_1446,2190,2341,14541,16051,3447,4354
insightEBR_frame_1447,0,1742,11769,14840,6149,4740
insightEBR_frame_1448,0,0,14335,0,6885,0
insightEBR_frame_1449,0,0,13541,15207,0,0
insightEBR_frame_1450,0,0,0,16571,0,6737
insightEBR_frame_1451,0,129,0,13167,0,2191
insightEBR_frame_1452,1290,0,11827,0,0,1687
insightEBR_frame_1453,0,1821,0,7352,0,4442
insightEBR_frame_1454,0,2171,0,6045,0,2136
insightEBR_frame_1455,0,3078,0,12507,0,1719
insightEBR_frame_1456,0,2636,0,5988,0,2909
insightEBR_frame_1457,0,2971,0,13882,0,3410
insightEBR_frame_1458,0,3199,0,6082,0,3559
insightEBR_frame_1459,0,2631,0,8665,0,3498
insightEBR_frame_1460,0,3397,0,10873,2048,0
insightEBR_frame_1461,0,3224,0,11510,0,3445
insightEBR_frame_1462,0,3130,0,14491,0,4721
insightEBR_frame_1463,0,3143,0,14778,0,2851
insightEBR_frame_1464,4687,2810,15050,15807,0,2336
insightEBR_frame_1465,2770,2844,0,13870,2068,2878
insightEBR_frame_1466,0,2888,0,15524,2794,0
insightEBR_frame_1467,3016,0,13411,13681,3166,0
insightEBR_frame_1468,3015,0,12510,12877,2121,0
insightEBR_frame_1469,0,2966,0,13166,3052,0
insightEBR_frame_1470,3000,3029,10821,11047,2817,0
insightEBR_frame_1471,0,2962,0,9103,3339,0
insightEBR_frame_1472,0,2687,0,10737,0,4803
insightEBR_frame_1473,2764,0,0,11866,5092,0
insightEBR_frame_1474,0,3032,15310,11594,0,4321
insightEBR_frame_1475,2604,2741,15355,12234,4191,4204
insightEBR_frame_1476,2388,0,14152,12134,5357,0
insightEBR_frame_1477,0,3025,0,11199,0,3554
insightEBR_frame_1478,0,1716,0,10102,0,2667
insightEBR_frame_1479,0,359,0,11291,0,3192
insightEBR_frame_1480,0,0,0,11645,5242,0
insightEBR_frame_1481,0,0,12531,13375,4101,0
insightEBR_frame_1482,640,0,8241,9285,1475,0
insightEBR_frame_1483,772,0,8205,0,2649,0
insightEBR_frame_1484,0,840,8697,10456,0,3694
insightEBR_frame_1485,0,1271,0,11730,0,3111
insightEBR_frame_1486,0,1034,0,7381,0,1099
insightEBR_frame_1487,0,1680,0,12369,0,2741
insightEBR_frame_1488,0,1513,0,14033,0,0
insightEBR_frame_1489,2361,0,15913,0,2153,0
insightEBR_frame_1490,2634,0,18060,0,2387,0
insightEBR_frame_1491,2518,0,0,17062,2536,0
insightEBR_frame_1492,2779,0,11638,14563,2967,0
insightEBR_frame_1493,0,2032,0,13533,4199,0
insightEBR_frame_1494,2662,2617,0,13822,3504,0
insightEBR_frame_1495,3047,0,12381,14428,4519,0
insightEBR_frame_1496,2387,2370,0,13148,4140,5752
insightEBR_frame_1497,2766,0,11289,12794,3827,0
insightEBR_frame_1498,2772,2733,11335,12595,4185,0
insightEBR_frame_1499,2885,0,13456,0,3913,0
insightEBR_frame_1500,2895,0,13832,0,3976,0
insightEBR_frame_1501,2623,0,13458,14101,4982,0
insightEBR_frame_1502,2656,0,11396,14332,3672,3431
insightEBR_frame_1503,2545,0,12803,14168,3852,0
insightEBR_frame_1504,2277,0,15311,15851,3482,0
insightEBR_frame_1505,2544,0,15852,17064,4892,0
insightEBR_frame_1506,2413,0,14415,15672,2553,0
insightEBR_frame_1507,0,1989,18825,14410,3073,0
insightEBR_frame_1508,4785,0,14436,16291,3470,0
insightEBR_frame_1509,4702,0,16940,16118,3656,0
insightEBR_frame_1510,2446,0,0,16447,3143,0
insightEBR_frame_1511,4426,0,13591,16824,2348,0
insightEBR_frame_1512,4469,0,16904,15266,2677,0
insightEBR_frame_1513,4358,0,14182,16354,2668,0
insightEBR_frame_1514,2500,2457,0,17676,5014,2695
insightEBR_frame_1515,4727,2190,0,19663,4667,1722
insightEBR_frame_1516,4273,1949,15353,15070,5250,3183
insightEBR_frame_1517,2428,0,11269,13684,2714,0
insightEBR_frame_1518,3913,0,11450,0,2704,0
insightEBR_frame_1519,2663,0,13856,0,2622,0
insightEBR_frame_1520,2397,0,10106,0,3795,0
insightEBR_frame_1521,2250,0,12562,13847,2695,0
insightEBR_frame_1522,2141,0,11648,0,2731,0
insightEBR_frame_1523,0,1944,0,14771,0,4834
insightEBR_frame_1524,1734,0,0,15189,3500,0
insightEBR_frame_1525,1194,0,11433,0,4408,0
insightEBR_frame_1526,0,0,16179,18777,6901,0
