Filename, RCornea, LCornea, RUpEyelid, LUpEyelid, RLowEyelid, LLowEyelid
insightEBR_frame_512,3516,3671,0,12710,0,0
insightEBR_frame_513,3504,3685,13749,14570,7628,0
insightEBR_frame_514,3492,0,13868,15044,0,0
insightEBR_frame_515,0,3510,0,9569,0,0
insightEBR_frame_516,3244,3452,0,10753,0,0
insightEBR_frame_517,0,3405,0,12227,0,0
insightEBR_frame_518,0,3537,0,15130,0,0
insightEBR_frame_519,0,3350,0,10962,2755,0
insightEBR_frame_520,3181,3337,13175,0,2676,0
insightEBR_frame_521,3320,3443,13812,11832,0,0
insightEBR_frame_522,3430,3629,14651,0,0,0
insightEBR_frame_523,0,3577,12690,13070,6617,0
insightEBR_frame_524,0,3553,13480,13682,0,0
insightEBR_frame_525,3415,3574,14524,0,0,0
insightEBR_frame_526,0,3477,13616,14505,7034,0
insightEBR_frame_527,0,3125,0,12930,0,0
insightEBR_frame_528,0,1714,0,12547,0,2445
insightEBR_frame_529,0,710,0,12203,0,3939
insightEBR_frame_530,0,0,0,12613,0,0
insightEBR_frame_531,0,927,15846,11317,4364,0
insightEBR_frame_532,0,753,0,11618,0,0
insightEBR_frame_533,0,2232,0,12231,0,0
insightEBR_frame_534,0,2297,0,11098,0,0
insightEBR_frame_535,0,2766,0,10641,0,0
insightEBR_frame_536,0,3093,0,14394,0,0
insightEBR_frame_537,0,2900,0,14597,0,0
insightEBR_frame_538,0,3246,0,14075,0,0
insightEBR_frame_539,0,3210,13643,13921,0,0
insightEBR_frame_540,0,3168,0,13734,0,0
insightEBR_frame_541,2971,3177,14535,0,0,0
insightEBR_frame_542,3061,3240,13076,12307,0,0
insightEBR_frame_543,3028,3183,13468,12413,0,0
insightEBR_frame_544,3108,3215,13918,12225,0,0
insightEBR_frame_545,0,3142,13709,12711,0,0
insightEBR_frame_546,0,3187,13573,12397,0,0
insightEBR_frame_547,2967,3141,13032,14034,0,0
insightEBR_frame_548,3052,3144,13885,12544,0,0
insightEBR_frame_549,0,2900,0,14044,0,0
insightEBR_frame_550,0,1733,0,13263,0,0
insightEBR_frame_551,0,0,0,14425,0,0
insightEBR_frame_552,0,0,13609,14053,0,0
insightEBR_frame_553,0,0,14778,0,0,0
insightEBR_frame_554,0,0,12572,12930,0,0
insightEBR_frame_555,0,0,0,10658,0,0
insightEBR_frame_556,0,0,8998,0,2050,0
insightEBR_frame_557,0,0,13304,11950,2276,0
insightEBR_frame_558,0,0,13557,0,2356,0
insightEBR_frame_559,0,0,18067,0,0,0
insightEBR_frame_560,0,0,10998,0,0,0
insightEBR_frame_561,0,0,0,16556,0,0
insightEBR_frame_562,0,0,0,11457,0,3043
insightEBR_frame_563,712,0,13846,13562,0,0
insightEBR_frame_564,0,0,0,0,0,0
insightEBR_frame_565,0,0,13027,0,0,0
insightEBR_frame_566,0,0,19811,0,0,0
insightEBR_frame_567,0,0,0,13226,0,0
insightEBR_frame_568,0,0,0,21638,0,2341
insightEBR_frame_569,0,0,0,13760,0,3624
insightEBR_frame_570,0,0,0,9429,0,2283
insightEBR_frame_571,0,0,0,0,0,0
insightEBR_frame_572,0,0,10563,11668,1146,0
insightEBR_frame_573,0,989,17172,10654,0,0
insightEBR_frame_574,0,0,0,13872,0,0
insightEBR_frame_575,0,0,0,16362,0,0
insightEBR_frame_576,0,392,0,14645,0,0
insightEBR_frame_577,0,705,0,10154,0,3849
insightEBR_frame_578,0,1020,0,11818,0,3113
insightEBR_frame_579,0,1364,0,11254,0,2198
insightEBR_frame_580,0,343,0,8042,0,4190
insightEBR_frame_581,0,1703,0,11430,0,0
insightEBR_frame_582,0,1731,0,14919,0,5433
insightEBR_frame_583,0,1660,0,13986,0,5859
insightEBR_frame_584,0,1695,0,12421,0,3004
insightEBR_frame_585,0,1825,0,5132,0,2844
insightEBR_frame_586,0,2301,0,10492,0,2817
insightEBR_frame_587,0,1866,0,9161,0,2398
insightEBR_frame_588,0,2125,0,10411,0,0
insightEBR_frame_589,0,2045,0,11276,0,0
insightEBR_frame_590,0,2256,0,11357,0,0
insightEBR_frame_591,0,2455,0,11626,0,2865
insightEBR_frame_592,0,2514,12845,13054,0,0
insightEBR_frame_593,0,2452,0,13280,0,0
insightEBR_frame_594,2365,2464,12256,0,4587,0
insightEBR_frame_595,2481,0,11069,0,3028,0
insightEBR_frame_596,0,2565,0,11982,2722,4224
insightEBR_frame_597,0,2521,0,11445,0,4199
insightEBR_frame_598,0,2331,16663,10726,0,0
insightEBR_frame_599,0,2362,16706,10007,0,3608
insightEBR_frame_600,0,2572,0,11652,4695,0
insightEBR_frame_601,0,2487,0,12895,0,2095
insightEBR_frame_602,0,2340,0,12170,0,0
insightEBR_frame_603,0,2337,0,12156,0,0
insightEBR_frame_604,0,0,0,8865,0,0
insightEBR_frame_605,0,766,0,9620,0,1657
insightEBR_frame_606,0,537,0,10529,0,1682
insightEBR_frame_607,0,1186,0,10237,0,2939
insightEBR_frame_608,0,1951,0,11256,0,1810
insightEBR_frame_609,0,2239,11729,12145,0,0
insightEBR_frame_610,0,2406,0,6092,0,0
insightEBR_frame_611,0,2412,0,15111,0,0
insightEBR_frame_612,0,2383,0,11104,0,0
insightEBR_frame_613,0,1398,0,12252,0,5070
insightEBR_frame_614,0,1453,0,10795,0,4961
insightEBR_frame_615,0,1889,0,10134,0,4340
insightEBR_frame_616,0,2183,0,10888,5942,3570
insightEBR_frame_617,0,2139,0,10440,0,2469
insightEBR_frame_618,0,2204,0,10808,0,2249
insightEBR_frame_619,0,2269,0,12017,0,0
insightEBR_frame_620,0,2274,0,10746,0,0
insightEBR_frame_621,0,2282,0,11260,0,0
insightEBR_frame_622,0,2445,0,10519,0,0
insightEBR_frame_623,0,2458,0,11148,0,3555
insightEBR_frame_624,0,2457,0,11545,0,3536
insightEBR_frame_625,0,2503,0,11806,0,3444
insightEBR_frame_626,0,2457,0,12556,3415,0
insightEBR_frame_627,0,2318,0,12343,0,3477
insightEBR_frame_628,0,2335,0,11760,2948,0
insightEBR_frame_629,2156,2163,0,11557,3285,0
insightEBR_frame_630,0,2127,0,11368,0,0
insightEBR_frame_631,0,1765,0,10078,0,1894
insightEBR_frame_632,0,1863,0,10730,0,3377
insightEBR_frame_633,0,1911,0,11031,0,3320
insightEBR_frame_634,0,1964,0,10889,0,2263
insightEBR_frame_635,0,1805,0,10707,0,2989
insightEBR_frame_636,0,1924,0,11520,0,3813
insightEBR_frame_637,0,2043,0,11342,0,2719
insightEBR_frame_638,0,2287,0,10742,0,3276
insightEBR_frame_639,0,2311,0,11217,0,2363
insightEBR_frame_640,0,2262,0,10893,0,2275
insightEBR_frame_641,0,2132,0,11789,0,2365
insightEBR_frame_642,0,2187,0,11252,0,2750
insightEBR_frame_643,0,2154,0,10589,0,2662
insightEBR_frame_644,0,2157,0,10487,0,2800
insightEBR_frame_645,0,2138,0,9224,0,4273
insightEBR_frame_646,0,2529,0,9811,0,0
insightEBR_frame_647,0,2336,0,10561,4590,3878
insightEBR_frame_648,0,2496,0,10231,0,3527
insightEBR_frame_649,0,2728,0,10352,0,3426
insightEBR_frame_650,0,2456,0,10138,0,3630
insightEBR_frame_651,0,2452,0,9859,0,3969
insightEBR_frame_652,0,2275,0,9715,0,2676
insightEBR_frame_653,0,2201,0,9949,0,3693
insightEBR_frame_654,0,2218,0,10725,0,3932
insightEBR_frame_655,0,3379,0,10218,0,2713
insightEBR_frame_656,0,2014,0,9872,0,4099
insightEBR_frame_657,0,2433,0,8713,0,2597
insightEBR_frame_658,0,2596,0,10794,0,2176
insightEBR_frame_659,0,2432,0,10473,0,2534
insightEBR_frame_660,0,2273,0,10365,0,3296
insightEBR_frame_661,0,1756,0,9688,0,3577
insightEBR_frame_662,0,1799,0,9176,0,3339
insightEBR_frame_663,0,1937,0,10833,0,3547
insightEBR_frame_664,0,1969,0,10397,0,2716
insightEBR_frame_665,0,1861,0,9424,0,3074
insightEBR_frame_666,0,2058,0,8870,0,3659
insightEBR_frame_667,0,2196,0,8776,0,2360
insightEBR_frame_668,0,1960,0,10162,0,4023
insightEBR_frame_669,0,2147,0,11084,0,3337
insightEBR_frame_670,0,2128,0,10753,0,3717
insightEBR_frame_671,0,2143,0,10278,0,3792
insightEBR_frame_672,0,2286,0,10198,0,3893
insightEBR_frame_673,0,2291,0,10952,5608,3289
insightEBR_frame_674,0,2231,0,11297,0,3781
insightEBR_frame_675,0,2313,0,12652,5721,4712
insightEBR_frame_676,0,2048,0,10376,0,4081
insightEBR_frame_677,0,2206,0,9725,0,4746
insightEBR_frame_678,0,2147,0,10149,0,4455
insightEBR_frame_679,0,2277,0,10904,5493,4159
insightEBR_frame_680,0,2526,0,11378,0,3920
insightEBR_frame_681,0,2469,0,11251,0,3425
insightEBR_frame_682,0,2576,0,11476,0,3699
insightEBR_frame_683,0,2269,0,9984,0,2333
insightEBR_frame_684,0,2328,0,10282,0,3283
insightEBR_frame_685,0,2209,0,9916,0,4700
insightEBR_frame_686,0,2231,0,10367,0,5103
insightEBR_frame_687,0,2437,0,12288,0,5036
insightEBR_frame_688,0,2237,0,11139,0,2320
insightEBR_frame_689,0,2210,0,11502,0,2259
insightEBR_frame_690,0,2290,0,12660,0,4118
insightEBR_frame_691,0,2509,0,11946,0,0
insightEBR_frame_692,0,2362,0,11070,0,0
insightEBR_frame_693,0,2289,0,10998,0,4093
insightEBR_frame_694,0,2184,0,9512,0,3072
insightEBR_frame_695,0,2393,0,10492,0,3250
insightEBR_frame_696,0,2321,0,11203,5748,0
insightEBR_frame_697,0,2168,0,10143,0,0
insightEBR_frame_698,0,3412,0,11140,0,3546
insightEBR_frame_699,0,3191,0,11180,0,0
insightEBR_frame_700,0,3236,0,12380,0,0
insightEBR_frame_701,0,2878,0,10823,0,0
insightEBR_frame_702,0,2927,0,10484,0,3293
insightEBR_frame_703,0,2880,0,9969,0,0
insightEBR_frame_704,0,2763,0,11216,0,0
insightEBR_frame_705,0,2765,0,11457,0,0
insightEBR_frame_706,2522,2529,0,11240,0,0
insightEBR_frame_707,0,2646,0,11472,0,0
insightEBR_frame_708,0,2675,0,10911,0,0
insightEBR_frame_709,0,2835,0,11217,0,0
insightEBR_frame_710,0,1671,0,10504,0,3600
insightEBR_frame_711,0,3174,0,10356,0,0
insightEBR_frame_712,0,3141,0,10226,0,0
insightEBR_frame_713,0,3024,0,11325,0,0
insightEBR_frame_714,0,2917,0,10956,0,0
insightEBR_frame_715,0,2770,0,10698,0,0
insightEBR_frame_716,0,2634,0,9536,0,2988
insightEBR_frame_717,0,2678,0,9131,0,0
insightEBR_frame_718,0,2607,0,10551,0,0
insightEBR_frame_719,0,2711,0,9572,0,0
insightEBR_frame_720,0,2689,0,8995,0,0
insightEBR_frame_721,0,2667,0,10325,0,0
insightEBR_frame_722,0,2602,0,9459,0,0
insightEBR_frame_723,0,2772,0,11017,0,0
insightEBR_frame_724,0,2708,0,11102,0,0
insightEBR_frame_725,0,2641,0,10853,0,0
insightEBR_frame_726,0,2666,0,10474,0,0
insightEBR_frame_727,0,2597,0,9773,0,0
insightEBR_frame_728,0,2819,0,11106,0,0
insightEBR_frame_729,0,2718,0,11112,0,0
insightEBR_frame_730,0,2777,0,11014,0,0
insightEBR_frame_731,0,2690,0,11053,0,0
insightEBR_frame_732,0,2676,0,10846,0,0
insightEBR_frame_733,0,2685,0,10789,0,0
insightEBR_frame_734,0,2586,0,9848,0,0
insightEBR_frame_735,0,2722,0,10254,0,0
insightEBR_frame_736,0,2491,0,9819,0,0
insightEBR_frame_737,0,2331,0,10713,0,0
insightEBR_frame_738,0,0,0,10021,0,3638
insightEBR_frame_739,0,0,0,12720,0,3521
insightEBR_frame_740,669,0,0,14886,3983,4084
insightEBR_frame_741,0,0,9235,12504,2715,0
insightEBR_frame_742,855,0,14812,8737,2540,0
insightEBR_frame_743,0,0,14682,0,0,0
insightEBR_frame_744,0,0,0,5034,2943,0
insightEBR_frame_745,0,0,12989,0,2535,0
insightEBR_frame_746,0,0,10114,10610,4701,0
insightEBR_frame_747,0,0,0,0,0,0
insightEBR_frame_748,0,0,0,6528,7964,0
insightEBR_frame_749,566,0,13491,0,2181,0
insightEBR_frame_750,0,0,0,11630,0,3940
insightEBR_frame_751,1634,0,9128,13466,0,0
insightEBR_frame_752,0,1512,0,13147,0,3353
insightEBR_frame_753,0,0,0,0,0,0
insightEBR_frame_754,0,0,0,0,0,0
insightEBR_frame_755,2271,0,13428,14943,2513,0
insightEBR_frame_756,0,0,15143,15650,4508,0
insightEBR_frame_757,0,0,13058,6575,4474,2565
insightEBR_frame_758,0,0,12338,0,4662,0
insightEBR_frame_759,0,1190,0,13742,0,0
insightEBR_frame_760,0,1831,0,10789,0,0
insightEBR_frame_761,0,942,0,12290,0,1150
insightEBR_frame_762,0,1692,11336,13997,0,0
insightEBR_frame_763,0,0,11055,11888,0,0
insightEBR_frame_764,0,877,12191,11836,4105,0
insightEBR_frame_765,0,1963,12436,7243,3444,0
insightEBR_frame_766,2307,1757,10237,8596,3504,0
insightEBR_frame_767,0,2000,0,14398,0,0
insightEBR_frame_768,0,2223,0,10968,0,0
insightEBR_frame_769,0,1932,0,11179,0,0
insightEBR_frame_770,2546,2007,13595,11867,0,0
insightEBR_frame_771,2607,1932,9262,13019,0,1994
insightEBR_frame_772,2445,1941,18184,12221,3386,0
insightEBR_frame_773,1941,2127,15206,7353,4064,0
insightEBR_frame_774,2033,2316,10691,12676,3669,0
insightEBR_frame_775,2414,2292,9684,13445,5960,0
insightEBR_frame_776,2216,1811,11352,12819,2979,0
insightEBR_frame_777,2237,1682,0,10293,2872,0
insightEBR_frame_778,2091,2092,0,11555,2598,3409
insightEBR_frame_779,0,2203,11624,11370,5788,2160
insightEBR_frame_780,2117,2216,0,11033,0,4292
insightEBR_frame_781,2170,2174,10628,10475,3453,1985
insightEBR_frame_782,2288,2317,16859,9026,3346,0
insightEBR_frame_783,0,2040,14545,8157,5137,0
insightEBR_frame_784,1879,1558,15426,8770,5109,3067
insightEBR_frame_785,2018,1917,12928,9105,3988,3469
insightEBR_frame_786,0,1948,12813,9431,2315,3109
insightEBR_frame_787,0,1943,15666,9321,2228,3089
insightEBR_frame_788,1700,2157,13807,7981,2069,0
insightEBR_frame_789,1665,1713,13539,8321,2233,2859
insightEBR_frame_790,1565,1944,12786,9749,2312,2827
insightEBR_frame_791,1540,1921,11183,9326,7856,0
insightEBR_frame_792,1665,1938,9329,9853,3823,2363
insightEBR_frame_793,0,2018,0,9203,2548,0
insightEBR_frame_794,0,2123,10859,11133,2832,0
insightEBR_frame_795,1728,2149,13168,10873,3892,1917
insightEBR_frame_796,1782,2209,12650,10109,3183,0
insightEBR_frame_797,2207,2287,10387,10478,3158,0
insightEBR_frame_798,964,1992,11712,10710,3784,0
insightEBR_frame_799,7029,0,11080,8989,4169,0
insightEBR_frame_800,0,0,8368,10549,3141,0
insightEBR_frame_801,0,0,8395,9527,4952,0
insightEBR_frame_802,0,0,13640,10783,4078,0
insightEBR_frame_803,801,0,11660,10389,4407,0
insightEBR_frame_804,0,2045,11978,10654,4718,0
insightEBR_frame_805,1986,2046,12622,10442,4337,0
insightEBR_frame_806,2148,2173,12581,10443,4348,0
insightEBR_frame_807,2138,2268,12154,10531,4359,0
insightEBR_frame_808,2346,2456,12156,11725,4013,0
insightEBR_frame_809,0,2489,14321,10751,3787,0
insightEBR_frame_810,1894,2505,14430,9806,4172,0
insightEBR_frame_811,0,2437,14747,11731,2149,0
insightEBR_frame_812,0,2484,13115,11381,2632,0
insightEBR_frame_813,2675,2844,11182,11078,4146,0
insightEBR_frame_814,2963,3098,11494,10398,2739,0
insightEBR_frame_815,0,2791,10522,10729,5346,0
insightEBR_frame_816,0,3205,10676,11699,2958,0
insightEBR_frame_817,0,2098,11600,11409,3661,0
insightEBR_frame_818,0,3018,11682,12819,3193,0
insightEBR_frame_819,0,2854,11140,12857,3093,0
insightEBR_frame_820,0,2745,9447,12528,2914,0
insightEBR_frame_821,0,2596,11296,12305,4571,0
insightEBR_frame_822,0,2572,15003,12756,2446,0
insightEBR_frame_823,0,2572,15001,13001,2899,0
insightEBR_frame_824,0,2660,12366,11926,2638,0
insightEBR_frame_825,0,2730,12867,11779,2971,0
insightEBR_frame_826,2751,2848,12093,11441,3988,0
insightEBR_frame_827,0,2695,11876,11311,2414,0
insightEBR_frame_828,0,2641,11332,11472,2569,0
insightEBR_frame_829,2607,2643,0,11843,3690,0
insightEBR_frame_830,2494,2558,0,10697,1681,0
insightEBR_frame_831,2697,0,12181,11062,4514,0
insightEBR_frame_832,2688,2620,11849,12473,4109,0
insightEBR_frame_833,2901,0,10896,12170,4467,0
insightEBR_frame_834,2803,0,11198,11850,4761,0
insightEBR_frame_835,2681,2733,0,12088,6265,0
insightEBR_frame_836,2691,0,0,11012,3516,0
insightEBR_frame_837,0,2677,0,12130,5324,0
insightEBR_frame_838,2578,2596,0,12468,4792,0
insightEBR_frame_839,2483,2569,0,12773,3417,0
insightEBR_frame_840,2541,2631,0,11965,2885,0
insightEBR_frame_841,0,2865,0,13628,4303,0
insightEBR_frame_842,2858,2911,0,14132,4776,0
insightEBR_frame_843,2825,2877,0,11639,4829,0
insightEBR_frame_844,2949,3023,0,13304,3963,0
insightEBR_frame_845,2530,2623,0,12323,5476,0
insightEBR_frame_846,2521,2573,0,11145,5722,0
insightEBR_frame_847,2429,2450,12159,12388,4337,0
insightEBR_frame_848,1136,0,9338,0,3651,0
insightEBR_frame_849,0,0,9772,0,3606,0
insightEBR_frame_850,1823,0,9892,10747,2764,0
insightEBR_frame_851,739,0,9232,0,2929,0
insightEBR_frame_852,1006,0,7673,0,2398,0
insightEBR_frame_853,1565,1497,14057,14613,2579,0
insightEBR_frame_854,0,1884,12002,13512,2559,0
insightEBR_frame_855,0,1693,12256,10665,3957,0
insightEBR_frame_856,1810,1837,0,10652,2721,0
insightEBR_frame_857,2039,0,10407,12804,4430,0
insightEBR_frame_858,1959,1941,10792,11108,4573,0
insightEBR_frame_859,2156,2089,10595,11002,4969,0
insightEBR_frame_860,2480,2487,10776,10283,4816,0
insightEBR_frame_861,2497,2437,11344,12033,3958,0
insightEBR_frame_862,0,2395,12847,12998,4192,0
insightEBR_frame_863,0,2392,11464,12262,3104,0
insightEBR_frame_864,0,2313,12048,10837,3452,0
insightEBR_frame_865,2435,2391,13161,14337,3571,0
insightEBR_frame_866,0,1790,0,9053,3064,2983
insightEBR_frame_867,0,554,0,11814,3704,0
insightEBR_frame_868,0,658,0,9914,0,2835
insightEBR_frame_869,0,1102,0,13427,0,3756
insightEBR_frame_870,0,0,0,0,0,0
insightEBR_frame_871,0,0,9334,0,0,0
insightEBR_frame_872,0,0,0,0,0,0
insightEBR_frame_873,0,0,5940,0,4022,3752
insightEBR_frame_874,689,0,11138,15943,0,0
insightEBR_frame_875,0,0,0,19675,0,0
insightEBR_frame_876,0,0,0,0,0,0
insightEBR_frame_877,0,2061,9612,0,2797,0
insightEBR_frame_878,0,570,12641,12646,4729,0
insightEBR_frame_879,0,1129,0,12472,0,2623
insightEBR_frame_880,0,2732,0,14220,0,4261
insightEBR_frame_881,0,0,0,14722,0,5472
insightEBR_frame_882,0,1288,0,12070,0,4696
insightEBR_frame_883,0,1538,0,11521,0,4080
insightEBR_frame_884,0,0,15841,5109,4553,0
insightEBR_frame_885,917,1125,15801,16861,5752,0
insightEBR_frame_886,0,2272,15393,11077,5749,0
insightEBR_frame_887,0,1942,0,14129,0,1945
insightEBR_frame_888,0,2031,0,15267,2576,2281
insightEBR_frame_889,0,1906,0,13961,3833,1938
insightEBR_frame_890,0,2294,0,11699,0,2469
insightEBR_frame_891,2488,2468,13336,14826,5413,0
insightEBR_frame_892,0,2397,0,12254,3242,0
insightEBR_frame_893,0,2233,13529,14107,4747,0
insightEBR_frame_894,2120,2200,0,12167,3024,0
insightEBR_frame_895,0,2102,0,11951,5390,0
insightEBR_frame_896,2442,0,9713,10383,3836,0
insightEBR_frame_897,2282,2258,10168,10479,2138,0
insightEBR_frame_898,0,2391,0,11587,2368,0
insightEBR_frame_899,2581,0,12066,10874,2018,0
insightEBR_frame_900,2798,2548,11330,12223,2219,0
insightEBR_frame_901,1968,2555,12570,12696,1996,0
insightEBR_frame_902,2489,0,11166,0,3895,0
insightEBR_frame_903,1833,0,12404,13506,3927,0
insightEBR_frame_904,2800,0,15366,0,3917,0
insightEBR_frame_905,3089,0,16898,17716,3389,0
insightEBR_frame_906,2801,0,16949,0,4101,0
insightEBR_frame_907,2737,2835,14812,14053,3590,0
insightEBR_frame_908,2460,0,12463,13446,2793,0
insightEBR_frame_909,2474,0,10857,0,1978,0
insightEBR_frame_910,2600,0,11893,11979,2957,0
insightEBR_frame_911,2531,0,11034,11316,1795,0
insightEBR_frame_912,2259,0,11791,12383,2358,0
insightEBR_frame_913,2429,0,11202,12532,1946,0
insightEBR_frame_914,2196,0,13263,13891,1939,0
insightEBR_frame_915,2233,0,13158,13379,1624,0
insightEBR_frame_916,2093,0,12441,0,4347,0
insightEBR_frame_917,1453,0,12633,12651,4290,0
insightEBR_frame_918,1676,0,12789,12158,3924,0
insightEBR_frame_919,1876,1455,13917,14923,3663,0
insightEBR_frame_920,1013,0,11822,15102,3878,0
insightEBR_frame_921,1840,0,16316,16290,4065,0
insightEBR_frame_922,1926,0,13900,14446,4023,0
insightEBR_frame_923,1635,0,16002,17238,2336,0
insightEBR_frame_924,2295,0,11912,16700,3535,0
insightEBR_frame_925,2611,0,11736,13124,1762,0
insightEBR_frame_926,2408,0,12128,12397,3533,0
insightEBR_frame_927,2362,0,16923,12797,4108,0
insightEBR_frame_928,655,0,12418,8198,2478,0
insightEBR_frame_929,223,0,8227,0,2592,0
insightEBR_frame_930,0,999,15246,9140,1943,0
insightEBR_frame_931,1246,0,16408,9734,1327,0
insightEBR_frame_932,0,1309,0,9886,1524,0
insightEBR_frame_933,0,1440,18676,10708,0,0
insightEBR_frame_934,0,1846,16479,12169,0,0
insightEBR_frame_935,0,2236,0,13813,4375,0
insightEBR_frame_936,0,1821,0,12314,0,2276
insightEBR_frame_937,0,1550,0,9706,0,2259
insightEBR_frame_938,0,1933,0,12600,0,2840
insightEBR_frame_939,0,1751,0,12159,0,3093
insightEBR_frame_940,0,1603,0,9988,0,2289
insightEBR_frame_941,0,1598,0,12533,0,2614
insightEBR_frame_942,0,1629,0,12248,0,2596
insightEBR_frame_943,0,1753,0,12602,0,1498
insightEBR_frame_944,0,1759,0,14169,0,0
insightEBR_frame_945,0,1339,13137,11925,0,3329
insightEBR_frame_946,0,2147,0,13034,2404,2617
insightEBR_frame_947,0,1860,0,12581,0,0
insightEBR_frame_948,0,1380,0,13632,0,1885
insightEBR_frame_949,0,1313,0,14605,0,0
insightEBR_frame_950,0,1136,0,14873,0,0
insightEBR_frame_951,0,1508,0,14947,0,1649
insightEBR_frame_952,0,1633,0,9944,0,2212
insightEBR_frame_953,0,1638,0,14914,0,0
insightEBR_frame_954,0,1461,0,9464,0,1780
insightEBR_frame_955,0,1746,0,8613,0,1940
insightEBR_frame_956,3412,1818,14733,12129,0,1574
insightEBR_frame_957,0,1899,0,13050,0,3968
insightEBR_frame_958,3560,1435,12756,16217,0,3778
insightEBR_frame_959,3298,1651,13672,11673,0,0
insightEBR_frame_960,3226,1509,0,15241,7370,2436
insightEBR_frame_961,3711,2226,11943,12093,6334,3027
insightEBR_frame_962,3052,1686,12670,10547,6568,4484
insightEBR_frame_963,2567,0,11272,9698,4544,4335
insightEBR_frame_964,2422,1610,12571,9417,5788,1230
insightEBR_frame_965,2187,1814,11504,12075,7046,2938
insightEBR_frame_966,2590,1867,11021,13367,5965,3261
insightEBR_frame_967,2849,1563,11778,14871,5223,6144
insightEBR_frame_968,2414,1552,11756,12635,6280,1962
insightEBR_frame_969,2488,2145,13887,14925,6349,5993
insightEBR_frame_970,2634,1669,11256,13249,5260,3991
insightEBR_frame_971,2817,1375,11843,14036,6401,3657
insightEBR_frame_972,2368,1639,11372,14040,7006,4441
insightEBR_frame_973,2385,1651,15137,15560,7404,5214
insightEBR_frame_974,2504,1815,14625,15351,5949,4732
insightEBR_frame_975,2325,1578,14152,14938,5942,5008
insightEBR_frame_976,2467,1775,10217,15094,4124,5255
insightEBR_frame_977,1972,1977,11456,13127,4450,5075
insightEBR_frame_978,2098,2420,13565,12769,4768,4934
insightEBR_frame_979,1741,2189,14417,13047,4746,3762
insightEBR_frame_980,1888,2114,12241,12805,4558,2763
insightEBR_frame_981,1832,2153,13610,12808,5043,4822
insightEBR_frame_982,2146,1986,9872,12557,5364,4939
insightEBR_frame_983,2654,2091,12456,13484,3598,4050
insightEBR_frame_984,2372,2142,13187,14609,4064,4451
insightEBR_frame_985,2565,0,11861,0,6879,0
insightEBR_frame_986,2237,0,12156,0,4170,3643
insightEBR_frame_987,2096,0,11641,12452,4275,3996
insightEBR_frame_988,1688,0,14500,0,4691,0
insightEBR_frame_989,1993,1984,12139,12439,4932,0
insightEBR_frame_990,1639,1681,12922,13171,4924,3207
insightEBR_frame_991,2241,1956,15650,11578,2910,4370
insightEBR_frame_992,2159,1880,16125,10405,3329,4300
insightEBR_frame_993,2201,0,11405,11910,3755,0
insightEBR_frame_994,1752,0,14101,14750,4057,0
insightEBR_frame_995,2185,0,13940,0,3832,0
insightEBR_frame_996,1280,0,12972,0,4002,0
insightEBR_frame_997,1505,0,14150,0,4530,0
insightEBR_frame_998,2186,1905,13716,14103,5989,0
insightEBR_frame_999,2172,0,13396,0,5946,0
insightEBR_frame_1000,2985,1463,14612,15366,2738,6045
insightEBR_frame_1001,3023,1761,16240,14258,4136,5641
insightEBR_frame_1002,2551,1779,13968,14774,2912,5809
insightEBR_frame_1003,1780,1749,14189,14853,4989,4723
insightEBR_frame_1004,2523,1537,12328,12728,3742,3965
insightEBR_frame_1005,1781,1471,15738,12913,5638,4653
insightEBR_frame_1006,3066,1342,12976,13794,3290,3653
insightEBR_frame_1007,2054,1402,14287,12528,3161,4674
insightEBR_frame_1008,2231,1536,14135,12083,2193,3441
insightEBR_frame_1009,2989,1578,13410,10610,3758,1521
insightEBR_frame_1010,1846,1458,14889,9934,2973,0
insightEBR_frame_1011,2140,1443,13075,9385,5350,2248
insightEBR_frame_1012,2485,1683,13743,10216,3679,3888
insightEBR_frame_1013,1752,1474,11038,11573,6507,1846
insightEBR_frame_1014,1011,0,9770,10539,5143,0
insightEBR_frame_1015,1795,0,13172,13500,4857,2699
insightEBR_frame_1016,2270,1637,12569,10990,1965,0
insightEBR_frame_1017,2722,1922,13835,11030,2703,1823
insightEBR_frame_1018,2752,1748,14164,10876,6152,0
insightEBR_frame_1019,3164,910,13251,11553,2667,3214
insightEBR_frame_1020,2778,1841,12452,11551,3102,4026
insightEBR_frame_1021,3057,1898,12673,11646,5730,2001
insightEBR_frame_1022,3326,1269,13633,13972,6647,2251
insightEBR_frame_1023,3513,914,11961,14420,4145,2012
insightEBR_frame_1024,3661,647,13273,13566,4349,1784
insightEBR_frame_1025,4157,0,13511,13282,4110,1283
insightEBR_frame_1026,3811,1030,13056,13412,3731,0
insightEBR_frame_1027,3318,0,14289,14161,3664,0
insightEBR_frame_1028,3505,0,11157,12582,3404,0
insightEBR_frame_1029,3002,542,15851,13360,0,3359
insightEBR_frame_1030,2226,0,16049,0,3805,0
insightEBR_frame_1031,3260,0,15840,0,4639,0
insightEBR_frame_1032,984,0,14302,14446,4788,0
insightEBR_frame_1033,2504,0,13226,14812,3856,3608
insightEBR_frame_1034,2485,1418,13218,10710,6863,2476
insightEBR_frame_1035,1445,0,13550,11284,3529,2372
insightEBR_frame_1036,1967,0,10080,12406,6045,0
insightEBR_frame_1037,1758,0,11367,0,2629,0
insightEBR_frame_1038,1694,0,13010,0,3334,0
